Student_ID,Date,Attendance_Status,Subject
S00021,2024-04-24,PRESENT ,Artificial Intelligence Lab
S00057,2024-08-10,PRESENT ,Machine Learning
S00010,2024-10-16,excused,Artificial Intelligence Lab
S00043,2024-05-24,Late,Artificial Intelligence Lab
S00018,2024-09-10,Absent,Software Engineering Lab
S00026,2024-05-04,Absent,Computer Networks
S00009,2024-09-05,excused,Machine Learning
S00146,2024-03-12,Absent,Mathematics for Computing
S00073,2024-05-02,Absent,Artificial Intelligence Lab
S00030,2024-04-07,excused,Software Engineering Lab
S00133,2024-08-12,left early,Mathematics for Computing
S00085,2025-01-28, late,Database Management Systems
S00058,2024-06-16,absnt,Artificial Intelligence Lab
S00122,2025-02-23,excused,Mathematics for Computing
S00138,2024-03-18,excused,Artificial Intelligence Lab
S00123,2024-06-13,left early,Software Engineering Lab
S00007,2024-10-25, late,Artificial Intelligence Lab
S00016,2024-12-29,absnt,Machine Learning
S00006,2024-10-27,Absent,Database Management Systems
S00136,2024-11-02,left early,Database Management Systems
S00028,2024-11-08,Present,Database Management Systems
S00056,2024-04-28,absnt,Operating Systems
S00083,2024-10-10,absnt,Software Engineering Lab
S00066,2024-10-05,absnt,Mathematics for Computing
S00150,2025-02-09,Present,Mathematics for Computing
S00113,2024-09-07,Present,Software Engineering Lab
S00139,2024-08-24,Present,Operating Systems
S00106,2024-09-13,absnt,Artificial Intelligence Lab
S00092,2024-07-30,PRESENT ,Computer Networks
S00134,2024-08-14,PRESENT ,Machine Learning
S00100,2024-07-07,Absent,Software Engineering Lab
S00120,2024-07-22,Late,Operating Systems
S00145,2024-03-19,absnt,Computer Networks
S00146,2024-10-21,Present,Mathematics for Computing
S00036,2024-05-15,Late,Mathematics for Computing
S00049,2024-12-21, late,Software Engineering Lab
S00030,2024-12-11,Late,Artificial Intelligence Lab
S00108,2024-05-26,PRESENT ,Software Engineering Lab
S00013,2024-07-11,left early,Database Management Systems
S00012,2024-07-31,Late,Computer Networks
S00108,2024-12-24,Absent,Machine Learning
S00118,2025-01-23, late,Software Engineering Lab
S00110,2024-12-28,PRESENT ,Computer Networks
S00080,2024-10-31,left early,Mathematics for Computing
S00072,2024-11-12,Late,Machine Learning
S00111,2025-02-05, late,Operating Systems
S00129,2024-11-26, late,Computer Networks
S00071,2024-05-11,Absent,Mathematics for Computing
S00108,2024-09-17,absnt,Artificial Intelligence Lab
S00085,2024-09-24,excused,Software Engineering Lab
S00014,2024-05-27,absnt,Mathematics for Computing
S00147,2025-02-18,PRESENT ,Operating Systems
S00030,2024-05-15,left early,Computer Networks
S00148,2025-03-02,Late,Machine Learning
S00013,2025-01-21,Late,Computer Networks
S00108,2024-09-05,left early,Computer Networks
S00024,2024-06-11,excused,Artificial Intelligence Lab
S00042,2024-04-28,excused,Machine Learning
S00072,2025-03-02,Absent,Mathematics for Computing
S00147,2024-05-02,left early,Mathematics for Computing
S00063,2024-05-08,Absent,Operating Systems
S00035,2025-02-05,left early,Database Management Systems
S00128,2024-03-18,Present,Computer Networks
S00013,2024-08-28,excused,Operating Systems
S00124,2025-03-08,left early,Software Engineering Lab
S00115,2024-10-21,Late,Database Management Systems
S00001,2024-05-09,Present,Computer Networks
S00114,2024-03-29,Absent,Database Management Systems
S00107,2024-04-13,absnt,Operating Systems
S00054,2024-11-13,Present,Machine Learning
S00094,2024-10-05,Absent,Mathematics for Computing
S00010,2024-04-23,Late,Computer Networks
S00054,2024-04-01,left early,Operating Systems
S00060,2024-07-22,excused,Computer Networks
S00068,2024-07-06,Present,Mathematics for Computing
S00060,2024-06-05,Late,Machine Learning
S00055,2024-11-18,Late,Operating Systems
S00124,2025-02-12,Present,Software Engineering Lab
S00087,2024-08-28,PRESENT ,Artificial Intelligence Lab
S00125,2025-01-13, late,Software Engineering Lab
S00135,2024-11-26,PRESENT ,Mathematics for Computing
S00049,2024-05-10,absnt,Database Management Systems
S00052,2025-01-27,Late,Database Management Systems
S00097,2024-10-16,PRESENT ,Database Management Systems
S00022,2024-06-11,PRESENT ,Artificial Intelligence Lab
S00058,2024-07-24,Late,Artificial Intelligence Lab
S00142,2024-10-24,left early,Operating Systems
S00046,2024-12-14,excused,Computer Networks
S00134,2024-12-08,absnt,Machine Learning
S00136,2024-04-24,Absent,Database Management Systems
S00020,2025-01-02,absnt,Database Management Systems
S00020,2024-12-24,absnt,Operating Systems
S00040,2024-04-03,Present,Artificial Intelligence Lab
S00071,2024-08-10,excused,Artificial Intelligence Lab
S00021,2025-01-27,Absent,Database Management Systems
S00150,2024-11-22,Absent,Artificial Intelligence Lab
S00011,2025-02-17,PRESENT ,Computer Networks
S00011,2024-09-30,left early,Database Management Systems
S00029,2025-03-02,Late,Mathematics for Computing
S00104,2024-05-08,Present,Computer Networks
S00079,2024-10-29,Late,Database Management Systems
S00008,2024-11-06,PRESENT ,Computer Networks
S00023,2025-01-25,excused,Software Engineering Lab
S00015,2024-11-21,left early,Artificial Intelligence Lab
S00150,2024-08-07,Present,Machine Learning
S00031,2024-09-25,Late,Machine Learning
S00150,2025-03-05, late,Software Engineering Lab
S00133,2025-01-27,Absent,Computer Networks
S00005,2024-11-28,Present,Mathematics for Computing
S00022,2024-07-05,PRESENT ,Operating Systems
S00067,2024-07-29,absnt,Operating Systems
S00109,2024-12-24, late,Mathematics for Computing
S00110,2025-01-21, late,Operating Systems
S00117,2024-08-15,Absent,Database Management Systems
S00031,2024-07-26,Late,Computer Networks
S00058,2024-11-01, late,Computer Networks
S00123,2024-05-14, late,Operating Systems
S00136,2024-09-05,absnt,Machine Learning
S00115,2024-12-21, late,Artificial Intelligence Lab
S00026,2024-11-28,excused,Artificial Intelligence Lab
S00125,2024-05-19, late,Computer Networks
S00012,2024-05-24,PRESENT ,Computer Networks
S00085,2024-07-17,excused,Database Management Systems
S00124,2024-04-14,absnt,Artificial Intelligence Lab
S00108,2024-10-14,PRESENT ,Operating Systems
S00053,2024-08-17,Present,Database Management Systems
S00069,2024-09-01,excused,Mathematics for Computing
S00092,2024-04-04,PRESENT ,Mathematics for Computing
S00072,2024-12-19,Absent,Operating Systems
S00142,2025-01-20,Present,Software Engineering Lab
S00122,2024-10-09,absnt,Operating Systems
S00010,2024-10-30,Present,Machine Learning
S00125,2024-04-21,Absent,Computer Networks
S00146,2025-03-01,Present,Machine Learning
S00061,2025-03-04, late,Artificial Intelligence Lab
S00040,2024-12-21,excused,Mathematics for Computing
S00017,2024-12-03,Late,Operating Systems
S00140,2025-02-20,Present,Database Management Systems
S00122,2024-09-19,Absent,Artificial Intelligence Lab
S00036,2025-01-18,excused,Artificial Intelligence Lab
S00086,2024-10-15,absnt,Artificial Intelligence Lab
S00074,2024-03-19,Absent,Operating Systems
S00084,2024-03-12,Present,Software Engineering Lab
S00028,2024-10-19,absnt,Operating Systems
S00140,2024-11-18,absnt,Operating Systems
S00069,2024-07-16,Present,Software Engineering Lab
S00130,2024-04-15,excused,Machine Learning
S00056,2024-05-01,left early,Software Engineering Lab
S00022,2024-03-31,PRESENT ,Computer Networks
S00098,2025-02-09,excused,Computer Networks
S00126,2025-03-08,left early,Machine Learning
S00063,2024-10-21,Present,Computer Networks
S00092,2025-02-13,absnt,Mathematics for Computing
S00088,2024-10-19,Absent,Software Engineering Lab
S00144,2024-07-20,PRESENT ,Computer Networks
S00055,2024-08-06,Late,Software Engineering Lab
S00095,2025-01-30, late,Operating Systems
S00114,2024-03-17,left early,Software Engineering Lab
S00118,2024-11-25,PRESENT ,Operating Systems
S00052,2024-06-27,left early,Software Engineering Lab
S00084,2024-12-27, late,Database Management Systems
S00074,2024-11-01,left early,Database Management Systems
S00030,2024-10-19, late,Database Management Systems
S00148,2024-10-16,PRESENT ,Artificial Intelligence Lab
S00049,2024-06-30,excused,Database Management Systems
S00139,2024-07-19,PRESENT ,Mathematics for Computing
S00030,2024-10-26, late,Machine Learning
S00097,2025-02-01,absnt,Operating Systems
S00001,2025-02-16, late,Mathematics for Computing
S00004,2024-12-24,absnt,Database Management Systems
S00015,2024-12-30,Absent,Operating Systems
S00118,2024-06-19,excused,Computer Networks
S00040,2024-06-03,PRESENT ,Machine Learning
S00098,2024-08-04,Late,Machine Learning
S00074,2024-11-07,excused,Computer Networks
S00126,2024-03-21,Late,Database Management Systems
S00089,2024-07-15,absnt,Operating Systems
S00147,2024-08-18,Absent,Software Engineering Lab
S00014,2024-04-29,left early,Operating Systems
S00112,2024-11-22,Absent,Software Engineering Lab
S00003,2024-03-09,excused,Operating Systems
S00075,2024-09-02,Absent,Operating Systems
S00024,2024-05-16, late,Operating Systems
S00010,2024-12-12,PRESENT ,Machine Learning
S00105,2024-12-27,Late,Computer Networks
S00099,2024-12-31,PRESENT ,Artificial Intelligence Lab
S00110,2024-06-07,excused,Computer Networks
S00135,2024-10-28,Absent,Computer Networks
S00127,2024-12-31,left early,Machine Learning
S00028,2025-02-18,Present,Computer Networks
S00100,2024-10-09,Present,Database Management Systems
S00134,2024-10-31,excused,Operating Systems
S00029,2024-09-10, late,Machine Learning
S00077,2024-08-23,Absent,Artificial Intelligence Lab
S00129,2024-03-22,PRESENT ,Software Engineering Lab
S00104,2024-11-15,Present,Computer Networks
S00005,2025-01-05,excused,Artificial Intelligence Lab
S00045,2024-08-18,Absent,Mathematics for Computing
S00082,2025-01-25,left early,Software Engineering Lab
S00103,2024-06-29,left early,Mathematics for Computing
S00107,2025-01-05,Absent,Database Management Systems
S00049,2024-05-16,PRESENT ,Software Engineering Lab
S00111,2025-02-25, late,Database Management Systems
S00093,2024-11-16,Present,Mathematics for Computing
S00099,2024-08-15,Late,Software Engineering Lab
S00002,2024-05-03,absnt,Artificial Intelligence Lab
S00118,2024-03-29,left early,Software Engineering Lab
S00065,2024-06-11,PRESENT ,Database Management Systems
S00017,2024-07-11, late,Machine Learning
S00016,2024-08-08,Present,Database Management Systems
S00033,2024-03-25,left early,Mathematics for Computing
S00071,2025-01-02,absnt,Machine Learning
S00069,2024-10-30,Absent,Software Engineering Lab
S00030,2025-01-14, late,Software Engineering Lab
S00142,2024-12-15,absnt,Mathematics for Computing
S00084,2024-08-08,Late,Artificial Intelligence Lab
S00055,2024-03-12, late,Computer Networks
S00016,2024-11-19,Present,Software Engineering Lab
S00076,2024-11-30,Late,Computer Networks
S00068,2024-09-14,Late,Computer Networks
S00046,2024-11-28,Present,Database Management Systems
S00124,2024-04-19,PRESENT ,Database Management Systems
S00030,2024-06-14,excused,Software Engineering Lab
S00048,2024-07-17,Late,Artificial Intelligence Lab
S00093,2024-11-09,left early,Mathematics for Computing
S00081,2025-01-12, late,Database Management Systems
S00022,2024-07-30, late,Machine Learning
S00089,2024-03-23,absnt,Database Management Systems
S00141,2024-06-06,Late,Computer Networks
S00021,2024-08-03, late,Computer Networks
S00117,2024-10-18,absnt,Mathematics for Computing
S00032,2024-03-11,absnt,Artificial Intelligence Lab
S00123,2024-11-17,PRESENT ,Computer Networks
S00068,2024-11-20,left early,Database Management Systems
S00070,2025-01-10,Late,Machine Learning
S00086,2025-01-19,PRESENT ,Operating Systems
S00096,2024-12-18,Late,Operating Systems
S00101,2024-07-07,Absent,Machine Learning
S00013,2024-07-22,Late,Software Engineering Lab
S00006,2024-07-18,Late,Database Management Systems
S00121,2024-10-19,PRESENT ,Mathematics for Computing
S00150,2024-08-08,PRESENT ,Software Engineering Lab
S00119,2024-08-23,Absent,Database Management Systems
S00034,2024-10-14,absnt,Software Engineering Lab
S00019,2024-09-23,excused,Database Management Systems
S00074,2025-01-07,Present,Machine Learning
S00042,2025-01-08,Absent,Computer Networks
S00063,2024-09-21,left early,Computer Networks
S00146,2024-11-16,PRESENT ,Artificial Intelligence Lab
S00038,2025-01-15,excused,Software Engineering Lab
S00020,2024-12-15, late,Computer Networks
S00085,2025-02-01,Late,Artificial Intelligence Lab
S00012,2024-04-22,excused,Machine Learning
S00133,2024-08-01,absnt,Operating Systems
S00118,2024-09-03,Present,Mathematics for Computing
S00084,2024-04-23,absnt,Mathematics for Computing
S00020,2024-07-24, late,Computer Networks
S00046,2025-01-10,Absent,Software Engineering Lab
S00120,2024-05-14,absnt,Mathematics for Computing
S00105,2024-07-22, late,Operating Systems
S00056,2025-01-17, late,Computer Networks
S00103,2024-03-13,Late,Software Engineering Lab
S00150,2025-02-20,Present,Operating Systems
S00089,2024-09-16,Present,Artificial Intelligence Lab
S00056,2024-07-21,left early,Software Engineering Lab
S00144,2024-05-12,absnt,Machine Learning
S00031,2025-02-02,left early,Artificial Intelligence Lab
S00086,2024-06-19,absnt,Operating Systems
S00009,2024-07-10,left early,Computer Networks
S00006,2024-06-19,absnt,Computer Networks
S00119,2025-01-19,left early,Computer Networks
S00033,2024-09-10,absnt,Artificial Intelligence Lab
S00042,2024-06-20,absnt,Machine Learning
S00141,2024-11-20,Present,Computer Networks
S00135,2024-06-28,Absent,Computer Networks
S00047,2024-11-03,Present,Computer Networks
S00146,2025-01-06,Absent,Database Management Systems
S00014,2024-10-21,Late,Mathematics for Computing
S00015,2025-03-03,left early,Mathematics for Computing
S00124,2025-02-26,Absent,Machine Learning
S00048,2024-11-16,PRESENT ,Artificial Intelligence Lab
S00014,2024-05-08,Late,Operating Systems
S00147,2025-01-11,PRESENT ,Software Engineering Lab
S00122,2024-05-19,PRESENT ,Operating Systems
S00054,2024-08-08,Late,Database Management Systems
S00133,2024-03-15,Late,Artificial Intelligence Lab
S00051,2024-05-13, late,Software Engineering Lab
S00012,2024-12-23,excused,Software Engineering Lab
S00106,2025-01-16,Absent,Computer Networks
S00119,2024-12-29,absnt,Software Engineering Lab
S00038,2025-02-10,PRESENT ,Artificial Intelligence Lab
S00022,2024-08-30,excused,Operating Systems
S00098,2025-01-01, late,Mathematics for Computing
S00119,2024-09-08,absnt,Machine Learning
S00019,2024-04-11,left early,Database Management Systems
S00038,2024-10-10,Absent,Artificial Intelligence Lab
S00032,2024-05-30,excused,Database Management Systems
S00120,2024-04-07,Late,Artificial Intelligence Lab
S00028,2024-04-09,Present,Artificial Intelligence Lab
S00001,2025-01-05,PRESENT ,Machine Learning
S00100,2024-06-24,excused,Database Management Systems
S00051,2024-09-03,Absent,Machine Learning
S00128,2024-07-15,excused,Computer Networks
S00070,2024-05-24,excused,Software Engineering Lab
S00040,2024-04-01,Late,Database Management Systems
S00034,2024-05-28,excused,Machine Learning
S00072,2024-09-10,absnt,Artificial Intelligence Lab
S00118,2024-09-15,excused,Artificial Intelligence Lab
S00101,2024-08-09, late,Computer Networks
S00131,2024-03-18,absnt,Operating Systems
S00082,2024-04-25,Present,Artificial Intelligence Lab
S00035,2024-10-23,left early,Operating Systems
S00019,2024-08-02,PRESENT ,Database Management Systems
S00032,2024-12-10,left early,Computer Networks
S00136,2024-10-15, late,Database Management Systems
S00048,2024-12-29, late,Machine Learning
S00101,2024-09-06, late,Operating Systems
S00114,2024-08-06,Late,Machine Learning
S00117,2024-05-02,left early,Database Management Systems
S00033,2024-04-24, late,Mathematics for Computing
S00039,2024-11-07,Late,Machine Learning
S00045,2024-05-03, late,Artificial Intelligence Lab
S00140,2024-11-11,PRESENT ,Computer Networks
S00007,2024-05-01,Present,Operating Systems
S00077,2024-07-30, late,Computer Networks
S00124,2024-05-05,Present,Software Engineering Lab
S00142,2024-09-01,left early,Mathematics for Computing
S00073,2025-02-02,absnt,Database Management Systems
S00072,2024-10-23,left early,Software Engineering Lab
S00122,2024-05-08,PRESENT ,Mathematics for Computing
S00142,2024-07-01,Present,Database Management Systems
S00016,2024-07-04,PRESENT ,Software Engineering Lab
S00100,2025-03-01,Absent,Database Management Systems
S00093,2025-01-18, late,Operating Systems
S00070,2025-01-02, late,Artificial Intelligence Lab
